,image,station,label
38644,38645.jpg,hsn_20210120_4k,transparent
38661,38662.jpg,dn_20210111,Cyanobacteria
38672,38673.jpg,hsn_20210120_4k,detritus
38679,38680.jpg,hsn_20201227,detritus
38697,38698.jpg,dn_20210122,detritus
38702,38703.jpg,dn_20210111,detritus
38716,38717.jpg,hsn_20201227,Neoceratium fusus
38720,38721.jpg,dn_20210111,detritus
38736,38737.jpg,dn_20210111,Bacillariophyta
38739,38740.jpg,hsn_20210120_4k,dry
38743,38744.jpg,dn_20210122,Cyanobacteria
38749,38750.jpg,dn_20210114,detritus
38754,38755.jpg,dn_20210111,Eutintinnus
38758,38759.jpg,dn_20210111,multiple<other
38767,38768.jpg,hsn_20201227,nauplii
38776,38777.jpg,dn_20210122,Cyanobacteria
38800,38801.jpg,dn_20210111,round cells
38802,38803.jpg,hsn_20201227,Chaetoceros
38810,38811.jpg,dn_20210111,transparent
38816,38817.jpg,hsn_20201227,detritus
38852,38853.jpg,dn_20210111,detritus
38855,38856.jpg,hsn_20201227,part<Crustacea
38856,38857.jpg,hsn_20210120_4k,detritus
38857,38858.jpg,dn_20210111,detritus
38866,38867.jpg,dn_20210114,detritus
38884,38885.jpg,dn_20210114,detritus
38889,38890.jpg,dn_20210122,Diatoma
38900,38901.jpg,hsn_20210120_4k,Diatoma
38911,38912.jpg,dn_20210114,detritus
38920,38921.jpg,dn_20210111,round cells
38921,38922.jpg,hsn_20210120_4k,detritus
38925,38926.jpg,dn_20210111,Chaetoceros
38935,38936.jpg,dn_20210122,Cyanobacteria
38945,38946.jpg,dn_20210122,detritus
38957,38958.jpg,hsn_20201227,Diatoma
38962,38963.jpg,dn_20210122,Cyanobacteria
38982,38983.jpg,hsn_20201227,Calanoida
39014,39015.jpg,dn_20210111,detritus
39019,39020.jpg,dn_20210122,Cyanobacteria
39029,39030.jpg,dn_20210111,Cyanobacteria
39031,39032.jpg,dn_20210111,Cyanobacteria
39035,39036.jpg,hsn_20201227,part<Crustacea
39048,39049.jpg,hsn_20201227,lightrods
39063,39064.jpg,dn_20210114,detritus
39073,39074.jpg,dn_20210114,detritus
39081,39082.jpg,dn_20210111,Diatoma
39091,39092.jpg,dn_20210122,detritus
39092,39093.jpg,dn_20210122,Diatoma
39093,39094.jpg,dn_20210111,part<Crustacea
39103,39104.jpg,dn_20210111,detritus
39113,39114.jpg,hsn_20201227,detritus
39121,39122.jpg,dn_20210122,detritus
39131,39132.jpg,dn_20210122,Rhabdonellopsis
39133,39134.jpg,dn_20210122,detritus
39157,39158.jpg,hsn_20210120_4k,Tintinnida
39164,39165.jpg,hsn_20201227,detritus
39214,39215.jpg,hsn_20210120_4k,Diatoma
39232,39233.jpg,dn_20210122,transparent
39238,39239.jpg,dn_20210111,detritus
39241,39242.jpg,dn_20210111,Cyanobacteria
39242,39243.jpg,dn_20210111,detritus
39243,39244.jpg,hsn_20201227,Calanoida
39250,39251.jpg,dn_20210111,elongated cells
39271,39272.jpg,dn_20210111,detritus
39277,39278.jpg,hsn_20210120_4k,Diatoma
39284,39285.jpg,dn_20210114,Neoceratium pentagonum
39287,39288.jpg,dn_20210122,Cyanobacteria
39290,39291.jpg,hsn_20201227,detritus
39310,39311.jpg,hsn_20201227,transparent
39312,39313.jpg,dn_20210111,Bacillariophyta
39317,39318.jpg,dn_20210122,Diatoma
39335,39336.jpg,dn_20210122,part<Crustacea
39359,39360.jpg,hsn_20201227,detritus
39361,39362.jpg,dn_20210111,artefact
39389,39390.jpg,hsn_20210120_4k,Cyanobacteria
39392,39393.jpg,dn_20210114,round cells
39393,39394.jpg,dn_20210114,part<Crustacea
39430,39431.jpg,dn_20210122,round cells
39431,39432.jpg,dn_20210111,detritus
39439,39440.jpg,hsn_20201227,detritus
39442,39443.jpg,dn_20210114,lightrods
39445,39446.jpg,dn_20210122,Cyanobacteria
39446,39447.jpg,dn_20210122,detritus
39463,39464.jpg,dn_20210111,Dictyochophyceae
39474,39475.jpg,dn_20210122,Cyanobacteria
39489,39490.jpg,hsn_20210120_4k,dry
39493,39494.jpg,hsn_20201227,detritus
39509,39510.jpg,dn_20210122,lightrods
39511,39512.jpg,dn_20210114,detritus
39514,39515.jpg,dn_20210111,detritus
39530,39531.jpg,hsn_20210120_4k,dry
39531,39532.jpg,hsn_20210120_4k,detritus
39543,39544.jpg,dn_20210122,ghost
39546,39547.jpg,hsn_20210120_4k,detritus
39566,39567.jpg,dn_20210111,transparent
39571,39572.jpg,dn_20210111,lightrods
39584,39585.jpg,dn_20210111,artefact
39602,39603.jpg,hsn_20210120_4k,detritus
39610,39611.jpg,dn_20210111,detritus
39627,39628.jpg,dn_20210122,multiple<other
39646,39647.jpg,dn_20210111,Cyanobacteria
39668,39669.jpg,hsn_20210120_4k,Diatoma
39697,39698.jpg,dn_20210111,detritus
39714,39715.jpg,hsn_20210120_4k,dry
39715,39716.jpg,dn_20210111,detritus
39724,39725.jpg,hsn_20210120_4k,Diatoma
39725,39726.jpg,dn_20210114,lightrods
39732,39733.jpg,hsn_20201227,transparent
39759,39760.jpg,dn_20210111,round cells
39767,39768.jpg,dn_20210122,round cells
39781,39782.jpg,hsn_20201227,detritus
39796,39797.jpg,dn_20210111,nauplii
39797,39798.jpg,dn_20210111,rods
39810,39811.jpg,dn_20210111,detritus
39820,39821.jpg,dn_20210122,Dinophyceae X
39824,39825.jpg,hsn_20210120_4k,Hemiaulus
39830,39831.jpg,dn_20210111,detritus
39831,39832.jpg,hsn_20210120_4k,transparent
39862,39863.jpg,dn_20210122,Cyanobacteria
39885,39886.jpg,hsn_20201227,detritus
39941,39942.jpg,dn_20210111,Rhabdonella
39959,39960.jpg,hsn_20210120_4k,Eucampia
39961,39962.jpg,dn_20210122,round cells
39970,39971.jpg,dn_20210111,detritus
39985,39986.jpg,dn_20210122,detritus
39991,39992.jpg,dn_20210122,Cyanobacteria
40042,40043.jpg,dn_20210122,Diatoma
40046,40047.jpg,hsn_20201227,part<Crustacea
40075,40076.jpg,dn_20210111,detritus
40084,40085.jpg,dn_20210111,Bacillariophyta
40104,40105.jpg,dn_20210122,Cyanobacteria
40107,40108.jpg,dn_20210114,detritus
40115,40116.jpg,hsn_20210120_4k,Cyanobacteria
40124,40125.jpg,dn_20210111,detritus
40129,40130.jpg,dn_20210111,Cyanobacteria
40131,40132.jpg,dn_20210111,detritus
40139,40140.jpg,dn_20210122,Cyanobacteria
40158,40159.jpg,dn_20210122,Cyanobacteria
40172,40173.jpg,dn_20210122,detritus
40178,40179.jpg,hsn_20201227,detritus
40180,40181.jpg,hsn_20201227,lightrods
40184,40185.jpg,dn_20210111,transparent
40185,40186.jpg,dn_20210122,Cyanobacteria
40186,40187.jpg,hsn_20210120_4k,dry
40198,40199.jpg,hsn_20210120_4k,artefact
40199,40200.jpg,dn_20210122,Cyanobacteria
40208,40209.jpg,dn_20210111,detritus
40211,40212.jpg,dn_20210111,detritus
40212,40213.jpg,dn_20210114,detritus
40220,40221.jpg,dn_20210122,Cyanobacteria
40226,40227.jpg,dn_20210111,detritus
40233,40234.jpg,dn_20210111,round cells
40239,40240.jpg,dn_20210114,detritus
40246,40247.jpg,hsn_20201227,detritus
40269,40270.jpg,hsn_20210120_4k,dry
40279,40280.jpg,dn_20210122,detritus
40284,40285.jpg,dn_20210122,Cyanobacteria
40304,40305.jpg,dn_20210111,round cells
40305,40306.jpg,dn_20210111,Ornithocercus
40318,40319.jpg,dn_20210114,detritus
40322,40323.jpg,dn_20210111,Cyanobacteria
40325,40326.jpg,dn_20210122,detritus
40362,40363.jpg,hsn_20210120_4k,detritus
40381,40382.jpg,hsn_20210120_4k,detritus
40404,40405.jpg,hsn_20201227,detritus
40417,40418.jpg,hsn_20210120_4k,detritus
40420,40421.jpg,dn_20210114,detritus
40426,40427.jpg,dn_20210111,Xystonellopsis
40436,40437.jpg,hsn_20210120_4k,Diatoma
40440,40441.jpg,dn_20210122,Cyanobacteria
40461,40462.jpg,dn_20210122,Neoceratium pentagonum
40467,40468.jpg,dn_20210111,detritus
40489,40490.jpg,dn_20210111,detritus
40494,40495.jpg,dn_20210111,multiple<other
40495,40496.jpg,dn_20210111,Salpingella
40498,40499.jpg,hsn_20210120_4k,transparent
40499,40500.jpg,dn_20210111,fiber
40504,40505.jpg,dn_20210122,round cells
40558,40559.jpg,dn_20210122,multiple<other
40564,40565.jpg,dn_20210114,dry
40573,40574.jpg,dn_20210122,detritus
40577,40578.jpg,dn_20210114,detritus
40583,40584.jpg,dn_20210111,Eutintinnus
40593,40594.jpg,hsn_20201227,Diatoma
40594,40595.jpg,dn_20210114,round cells
40628,40629.jpg,dn_20210111,detritus
40649,40650.jpg,dn_20210111,detritus
40680,40681.jpg,dn_20210122,Diatoma
40700,40701.jpg,dn_20210114,detritus
40707,40708.jpg,dn_20210111,Cyanobacteria
40708,40709.jpg,dn_20210111,detritus
40712,40713.jpg,hsn_20210120_4k,detritus
40714,40715.jpg,hsn_20201227,fiber
40719,40720.jpg,dn_20210111,round cells
40744,40745.jpg,hsn_20210120_4k,detritus
40751,40752.jpg,dn_20210114,detritus
40756,40757.jpg,dn_20210111,artefact
40765,40766.jpg,dn_20210122,round cells
40771,40772.jpg,dn_20210111,detritus
40777,40778.jpg,dn_20210122,Diatoma
40797,40798.jpg,dn_20210111,Cyanobacteria
40807,40808.jpg,dn_20210111,detritus
40810,40811.jpg,hsn_20201227,Cyanobacteria
40812,40813.jpg,dn_20210111,detritus
40837,40838.jpg,dn_20210122,Cyanobacteria
40858,40859.jpg,dn_20210111,Cyanobacteria
40867,40868.jpg,dn_20210122,Cyanobacteria
40893,40894.jpg,dn_20210111,detritus
40907,40908.jpg,dn_20210111,Amphibelone
40922,40923.jpg,dn_20210111,multiple<other
40924,40925.jpg,dn_20210111,artefact
40936,40937.jpg,hsn_20201227,part<Crustacea
40938,40939.jpg,dn_20210114,Protoperidinium
40944,40945.jpg,hsn_20210120_4k,Diatoma
40948,40949.jpg,dn_20210114,detritus
40953,40954.jpg,dn_20210111,detritus
40964,40965.jpg,dn_20210114,Rhabdonella
40968,40969.jpg,dn_20210122,Cyanobacteria
40992,40993.jpg,dn_20210111,detritus
41005,41006.jpg,dn_20210111,detritus
41015,41016.jpg,dn_20210122,detritus
41024,41025.jpg,dn_20210122,Cyanobacteria
41027,41028.jpg,dn_20210111,Nassellaria
41030,41031.jpg,dn_20210111,detritus
41046,41047.jpg,dn_20210111,multiple<other
41054,41055.jpg,dn_20210111,detritus
41075,41076.jpg,dn_20210111,detritus
41078,41079.jpg,dn_20210111,detritus
41084,41085.jpg,dn_20210122,detritus
41099,41100.jpg,dn_20210111,Neoceratium pentagonum
41117,41118.jpg,dn_20210122,Cyanobacteria
41125,41126.jpg,dn_20210111,part<Ciliophora
41129,41130.jpg,dn_20210111,detritus
41161,41162.jpg,dn_20210111,detritus
41163,41164.jpg,dn_20210111,detritus
41185,41186.jpg,dn_20210122,detritus
41208,41209.jpg,hsn_20210120_4k,transparent
41224,41225.jpg,dn_20210111,Cyanobacteria
41227,41228.jpg,dn_20210111,detritus
41239,41240.jpg,dn_20210114,round cells
41240,41241.jpg,hsn_20201227,part<Crustacea
41244,41245.jpg,dn_20210114,round cells
41246,41247.jpg,dn_20210122,round cells
41263,41264.jpg,hsn_20210120_4k,Eutintinnus
41268,41269.jpg,dn_20210111,Cyanobacteria
41274,41275.jpg,hsn_20210120_4k,Hemiaulus
41298,41299.jpg,dn_20210122,Diatoma
41303,41304.jpg,dn_20210122,Cyanobacteria
41304,41305.jpg,dn_20210122,detritus
41334,41335.jpg,dn_20210111,detritus
41339,41340.jpg,dn_20210122,Cyanobacteria
41353,41354.jpg,dn_20210114,multiple<other
41357,41358.jpg,dn_20210122,detritus
41358,41359.jpg,dn_20210111,lightrods
41368,41369.jpg,dn_20210122,Cyanobacteria
41371,41372.jpg,dn_20210111,detritus
41377,41378.jpg,dn_20210122,Cyanobacteria
41379,41380.jpg,dn_20210114,detritus
41383,41384.jpg,hsn_20201227,detritus
41393,41394.jpg,dn_20210122,detritus
41402,41403.jpg,dn_20210111,Cyanobacteria
41416,41417.jpg,dn_20210122,Cyanobacteria
41428,41429.jpg,dn_20210111,Acantharia
41432,41433.jpg,hsn_20201227,detritus
41442,41443.jpg,dn_20210111,detritus
41449,41450.jpg,hsn_20210120_4k,rods
41472,41473.jpg,hsn_20210120_4k,detritus
41475,41476.jpg,dn_20210111,Ciliophora
41489,41490.jpg,dn_20210122,detritus
41491,41492.jpg,dn_20210111,round cells
41497,41498.jpg,dn_20210122,Cyanobacteria
41498,41499.jpg,dn_20210111,detritus
41505,41506.jpg,hsn_20201227,Calanoida
41506,41507.jpg,dn_20210114,nauplii
41511,41512.jpg,hsn_20210120_4k,dry
41515,41516.jpg,dn_20210122,round cells
41523,41524.jpg,hsn_20210120_4k,detritus
41528,41529.jpg,hsn_20201227,rods
41529,41530.jpg,dn_20210122,Cyanobacteria
41552,41553.jpg,dn_20210122,Cyanobacteria
41557,41558.jpg,dn_20210111,Ciliophora
41571,41572.jpg,dn_20210111,nauplii
41577,41578.jpg,hsn_20210120_4k,dry
41578,41579.jpg,dn_20210122,Cyanobacteria
41584,41585.jpg,dn_20210122,detritus
41590,41591.jpg,dn_20210111,Chaetoceros protuberans
41600,41601.jpg,dn_20210122,multiple<other
41603,41604.jpg,dn_20210111,Cyanobacteria
41609,41610.jpg,dn_20210122,Cyanobacteria
41616,41617.jpg,dn_20210114,Climacodium
41628,41629.jpg,dn_20210114,detritus
41631,41632.jpg,dn_20210111,round cells
41638,41639.jpg,dn_20210122,round cells
41645,41646.jpg,dn_20210122,Cyanobacteria
41648,41649.jpg,dn_20210111,artefact
41653,41654.jpg,hsn_20201227,Neoceratium fusus
41667,41668.jpg,dn_20210111,round cells
41672,41673.jpg,dn_20210111,multiple<other
41674,41675.jpg,dn_20210111,Neoceratium pentagonum
41677,41678.jpg,dn_20210111,detritus
41704,41705.jpg,dn_20210122,round cells
41715,41716.jpg,dn_20210122,detritus
41729,41730.jpg,dn_20210111,Cyanobacteria
41737,41738.jpg,dn_20210111,Cyanobacteria
41752,41753.jpg,dn_20210111,Cyanobacteria
41767,41768.jpg,dn_20210111,detritus
41773,41774.jpg,hsn_20210120_4k,multiple<Diatoma
41790,41791.jpg,dn_20210122,Cyanobacteria
41794,41795.jpg,dn_20210111,Ciliophora
41798,41799.jpg,dn_20210111,detritus
41804,41805.jpg,dn_20210122,detritus
41817,41818.jpg,dn_20210122,detritus
41818,41819.jpg,dn_20210114,detritus
41837,41838.jpg,hsn_20201227,detritus
41838,41839.jpg,dn_20210111,detritus
41855,41856.jpg,dn_20210114,detritus
41866,41867.jpg,hsn_20210120_4k,ghost
41876,41877.jpg,hsn_20210120_4k,Diatoma
41885,41886.jpg,dn_20210122,Cyanobacteria
41896,41897.jpg,dn_20210122,Cyanobacteria
41904,41905.jpg,dn_20210111,detritus
41942,41943.jpg,hsn_20210120_4k,Diatoma
41943,41944.jpg,dn_20210122,Cyanobacteria
41972,41973.jpg,dn_20210111,detritus
41988,41989.jpg,hsn_20201227,Diatoma
41989,41990.jpg,dn_20210111,detritus
42008,42009.jpg,dn_20210122,detritus
42031,42032.jpg,dn_20210111,Cyanobacteria
42062,42063.jpg,dn_20210111,Cyanobacteria
42082,42083.jpg,hsn_20210120_4k,Hemiaulus
42083,42084.jpg,dn_20210122,Cyanobacteria
42093,42094.jpg,hsn_20210120_4k,detritus
42095,42096.jpg,hsn_20201227,transparent
42107,42108.jpg,dn_20210111,pennate
42171,42172.jpg,dn_20210122,Cyanobacteria
42179,42180.jpg,dn_20210114,detritus
42188,42189.jpg,dn_20210122,detritus
42199,42200.jpg,hsn_20201227,Neoceratium fusus
42202,42203.jpg,dn_20210111,multiple<other
42220,42221.jpg,dn_20210111,detritus
42258,42259.jpg,dn_20210122,Cyanobacteria
42259,42260.jpg,dn_20210122,Dinophyceae
42268,42269.jpg,hsn_20201227,Copepoda
42274,42275.jpg,dn_20210122,detritus
42316,42317.jpg,hsn_20210120_4k,Diatoma
42329,42330.jpg,dn_20210111,artefact
42335,42336.jpg,hsn_20210120_4k,dry
42344,42345.jpg,dn_20210122,Cyanobacteria
42349,42350.jpg,dn_20210122,Cyanobacteria
42365,42366.jpg,dn_20210111,round cells
42397,42398.jpg,dn_20210122,Cyanobacteria
42401,42402.jpg,dn_20210111,rods
42404,42405.jpg,dn_20210111,detritus
42412,42413.jpg,dn_20210122,detritus
42414,42415.jpg,dn_20210111,round cells
42432,42433.jpg,dn_20210111,Eucampia
42445,42446.jpg,hsn_20210120_4k,Hemiaulus
42447,42448.jpg,dn_20210122,Diatoma
42461,42462.jpg,dn_20210111,Cyanobacteria
42491,42492.jpg,hsn_20210120_4k,detritus
42505,42506.jpg,dn_20210111,detritus
42511,42512.jpg,dn_20210111,detritus
42512,42513.jpg,dn_20210122,Cyanobacteria
42529,42530.jpg,dn_20210111,detritus
42533,42534.jpg,dn_20210111,Acantharia
42537,42538.jpg,dn_20210114,Neoceratium macroceros
42560,42561.jpg,dn_20210111,Eutintinnus
42566,42567.jpg,dn_20210122,detritus
42567,42568.jpg,dn_20210114,Neoceratium fusus
42580,42581.jpg,dn_20210122,Cyanobacteria
42595,42596.jpg,hsn_20210120_4k,dry
42605,42606.jpg,dn_20210122,detritus
42616,42617.jpg,hsn_20210120_4k,detritus
42618,42619.jpg,dn_20210111,detritus
42633,42634.jpg,dn_20210111,Neoceratium pentagonum
42669,42670.jpg,dn_20210111,artefact
42673,42674.jpg,dn_20210111,Bacillariophyta
42690,42691.jpg,hsn_20201227,Neoceratium pentagonum
42700,42701.jpg,dn_20210122,detritus
42704,42705.jpg,dn_20210111,detritus
42709,42710.jpg,hsn_20210120_4k,dry
42713,42714.jpg,dn_20210122,detritus
42720,42721.jpg,dn_20210111,detritus
42725,42726.jpg,dn_20210114,detritus
42752,42753.jpg,hsn_20201227,nauplii
42758,42759.jpg,dn_20210122,ghost
42772,42773.jpg,dn_20210122,round cells
42780,42781.jpg,dn_20210111,Steenstrupiella
42785,42786.jpg,hsn_20210120_4k,detritus
42787,42788.jpg,hsn_20210120_4k,multiple<Diatoma
42789,42790.jpg,dn_20210122,detritus
42795,42796.jpg,dn_20210122,round cells
42805,42806.jpg,dn_20210111,detritus
42807,42808.jpg,dn_20210122,detritus
42811,42812.jpg,hsn_20210120_4k,dry
42814,42815.jpg,dn_20210114,artefact
42822,42823.jpg,hsn_20201227,Diatoma
42824,42825.jpg,dn_20210111,Neoceratium
42826,42827.jpg,dn_20210111,artefact
42828,42829.jpg,dn_20210111,Cyanobacteria
42832,42833.jpg,hsn_20210120_4k,detritus
42836,42837.jpg,dn_20210122,detritus
42840,42841.jpg,hsn_20210120_4k,detritus
42841,42842.jpg,dn_20210111,detritus
42847,42848.jpg,hsn_20210120_4k,Diatoma
42849,42850.jpg,dn_20210114,detritus
42857,42858.jpg,dn_20210111,detritus
42858,42859.jpg,dn_20210111,detritus
42859,42860.jpg,dn_20210111,detritus
42872,42873.jpg,dn_20210111,detritus
42888,42889.jpg,dn_20210122,Cyanobacteria
42889,42890.jpg,dn_20210111,Codonellidae
42892,42893.jpg,dn_20210122,Cyanobacteria
42895,42896.jpg,dn_20210114,Steenstrupiella
42907,42908.jpg,dn_20210114,detritus
42929,42930.jpg,hsn_20201227,rods
42930,42931.jpg,dn_20210114,rods
42942,42943.jpg,dn_20210111,detritus
42960,42961.jpg,dn_20210122,Cyanobacteria
42964,42965.jpg,dn_20210114,Ornithocercus
43000,43001.jpg,dn_20210114,detritus
43024,43025.jpg,hsn_20201227,detritus
43058,43059.jpg,dn_20210122,Cyanobacteria
43070,43071.jpg,dn_20210111,lightrods
43073,43074.jpg,dn_20210114,detritus
43110,43111.jpg,dn_20210122,Cyanobacteria
43116,43117.jpg,dn_20210114,Rhizosolenia
43135,43136.jpg,dn_20210122,detritus
43144,43145.jpg,dn_20210111,multiple<other
43151,43152.jpg,dn_20210111,detritus
43184,43185.jpg,dn_20210111,round cells
43188,43189.jpg,dn_20210122,Cyanobacteria
43202,43203.jpg,dn_20210114,nauplii
43214,43215.jpg,dn_20210111,Cyanobacteria
43216,43217.jpg,dn_20210111,part<Ciliophora
43240,43241.jpg,hsn_20201227,detritus
43243,43244.jpg,dn_20210111,round cells
43282,43283.jpg,hsn_20210120_4k,detritus
43294,43295.jpg,dn_20210111,detritus
43295,43296.jpg,dn_20210111,artefact
43298,43299.jpg,dn_20210111,multiple<other
43313,43314.jpg,hsn_20201227,Undellidae
43348,43349.jpg,hsn_20210120_4k,dry
43357,43358.jpg,dn_20210122,round cells
43359,43360.jpg,dn_20210111,detritus
43360,43361.jpg,hsn_20210120_4k,part<Crustacea
43364,43365.jpg,dn_20210111,detritus
43368,43369.jpg,dn_20210111,multiple<other
43371,43372.jpg,dn_20210122,Cyanobacteria
43381,43382.jpg,hsn_20210120_4k,Hemiaulus
43424,43425.jpg,hsn_20210120_4k,Diatoma
43460,43461.jpg,dn_20210111,Cyanobacteria
43468,43469.jpg,dn_20210111,Bacillariophyta
43478,43479.jpg,dn_20210111,round cells
43491,43492.jpg,hsn_20201227,detritus
43509,43510.jpg,dn_20210111,detritus
43521,43522.jpg,hsn_20210120_4k,detritus
43545,43546.jpg,dn_20210111,Cyanobacteria
43547,43548.jpg,hsn_20210120_4k,Cyanobacteria
43564,43565.jpg,dn_20210111,detritus
43583,43584.jpg,dn_20210122,detritus
43599,43600.jpg,dn_20210122,Coscinodiscophycidae
43607,43608.jpg,dn_20210111,Chaetoceros
43609,43610.jpg,hsn_20210120_4k,Amphorides
43616,43617.jpg,dn_20210111,detritus
43620,43621.jpg,dn_20210122,Cyanobacteria
43626,43627.jpg,dn_20210122,detritus
43646,43647.jpg,dn_20210111,detritus
43652,43653.jpg,hsn_20210120_4k,dry
43684,43685.jpg,hsn_20201227,Copepoda
43691,43692.jpg,dn_20210111,Cyanobacteria
43710,43711.jpg,dn_20210122,Cyanobacteria
43720,43721.jpg,dn_20210122,Diatoma
43723,43724.jpg,dn_20210111,Cyanobacteria
43726,43727.jpg,dn_20210111,detritus
43730,43731.jpg,dn_20210111,detritus
43739,43740.jpg,dn_20210111,dry
43745,43746.jpg,dn_20210114,round cells
43751,43752.jpg,dn_20210114,detritus
43790,43791.jpg,dn_20210111,Rhabdonella
43797,43798.jpg,dn_20210111,detritus
43802,43803.jpg,dn_20210122,detritus
43810,43811.jpg,dn_20210114,detritus
43813,43814.jpg,dn_20210111,Neoceratium pentagonum
43837,43838.jpg,dn_20210122,Cyanobacteria
43843,43844.jpg,dn_20210122,Cyanobacteria
43844,43845.jpg,dn_20210122,Cyanobacteria
43849,43850.jpg,dn_20210111,Neoceratium pentagonum
43859,43860.jpg,dn_20210111,detritus
43864,43865.jpg,dn_20210111,Cyanobacteria
43871,43872.jpg,hsn_20210120_4k,Chaetoceros
43872,43873.jpg,dn_20210122,detritus
43877,43878.jpg,dn_20210122,detritus
43905,43906.jpg,dn_20210114,detritus
43921,43922.jpg,dn_20210111,detritus
43926,43927.jpg,dn_20210122,Diatoma
43930,43931.jpg,dn_20210111,Cyanobacteria
43944,43945.jpg,dn_20210111,Cyanobacteria
43955,43956.jpg,dn_20210122,round cells
43962,43963.jpg,dn_20210111,dry
43965,43966.jpg,dn_20210111,Pyrocystaceae
43971,43972.jpg,dn_20210122,detritus
43972,43973.jpg,dn_20210111,ghost
43981,43982.jpg,dn_20210111,round cells
43989,43990.jpg,dn_20210111,part<Crustacea
44005,44006.jpg,dn_20210114,detritus
44012,44013.jpg,hsn_20201227,nauplii
44019,44020.jpg,dn_20210111,Eucampia
44036,44037.jpg,dn_20210111,detritus
44046,44047.jpg,dn_20210114,detritus
44055,44056.jpg,dn_20210122,Diatoma
44062,44063.jpg,hsn_20201227,lightrods
44063,44064.jpg,dn_20210111,round cells
44076,44077.jpg,dn_20210111,Cyanobacteria
44100,44101.jpg,hsn_20210120_4k,Diatoma
44118,44119.jpg,dn_20210122,detritus
44131,44132.jpg,dn_20210111,Bacillariophyta
44133,44134.jpg,dn_20210111,detritus
44137,44138.jpg,dn_20210111,round cells
44141,44142.jpg,dn_20210111,detritus
44155,44156.jpg,dn_20210122,Cyanobacteria
44191,44192.jpg,dn_20210114,Climacodium
44221,44222.jpg,hsn_20210120_4k,artefact
44230,44231.jpg,dn_20210111,artefact
44289,44290.jpg,dn_20210111,Cyanobacteria
44290,44291.jpg,hsn_20210120_4k,detritus
44298,44299.jpg,dn_20210122,Cyanobacteria
44300,44301.jpg,dn_20210111,detritus
44314,44315.jpg,dn_20210111,detritus
44321,44322.jpg,hsn_20201227,Neoceratium fusus
44330,44331.jpg,dn_20210114,round cells
44340,44341.jpg,dn_20210111,detritus
44341,44342.jpg,dn_20210111,rods
44342,44343.jpg,dn_20210111,round cells
44343,44344.jpg,dn_20210114,detritus
44355,44356.jpg,dn_20210114,Neoceratium fusus
44357,44358.jpg,dn_20210111,Chaetoceros
44358,44359.jpg,dn_20210111,Cyanobacteria
44360,44361.jpg,hsn_20210120_4k,Diatoma
44362,44363.jpg,dn_20210114,Chaetoceros
44363,44364.jpg,hsn_20210120_4k,Cyanobacteria
44372,44373.jpg,dn_20210122,Cyanobacteria
44396,44397.jpg,dn_20210111,Cyanobacteria
44404,44405.jpg,dn_20210111,detritus
44411,44412.jpg,dn_20210122,detritus
44412,44413.jpg,dn_20210111,multiple<other
44426,44427.jpg,dn_20210111,multiple<other
44433,44434.jpg,dn_20210122,detritus
44447,44448.jpg,dn_20210122,artefact
44458,44459.jpg,dn_20210122,Cyanobacteria
44462,44463.jpg,hsn_20210120_4k,detritus
44500,44501.jpg,dn_20210122,Diatoma
44504,44505.jpg,dn_20210122,transparent
44524,44525.jpg,dn_20210114,lightrods
44527,44528.jpg,hsn_20210120_4k,Diatoma
44531,44532.jpg,dn_20210111,Rhizosolenia
44587,44588.jpg,dn_20210111,artefact
44617,44618.jpg,dn_20210111,round cells
44635,44636.jpg,hsn_20210120_4k,Diatoma
44648,44649.jpg,dn_20210114,elongated cells
44649,44650.jpg,dn_20210114,detritus
44653,44654.jpg,dn_20210122,Cyanobacteria
44655,44656.jpg,hsn_20210120_4k,Cyanobacteria
44664,44665.jpg,hsn_20201227,detritus
44675,44676.jpg,dn_20210114,Dadayiella
44685,44686.jpg,hsn_20210120_4k,Diatoma
44715,44716.jpg,dn_20210111,Amphorides
44726,44727.jpg,dn_20210122,detritus
44767,44768.jpg,dn_20210111,round cells
44769,44770.jpg,hsn_20210120_4k,Diatoma
44777,44778.jpg,dn_20210111,Cyanobacteria
44782,44783.jpg,dn_20210114,Protoperidinium
44783,44784.jpg,dn_20210111,Pyrocystaceae
44801,44802.jpg,dn_20210122,Cyanobacteria
44803,44804.jpg,hsn_20210120_4k,Cyanobacteria
44835,44836.jpg,hsn_20201227,lightrods
44838,44839.jpg,dn_20210111,detritus
44839,44840.jpg,dn_20210122,detritus
44860,44861.jpg,dn_20210122,detritus
44881,44882.jpg,dn_20210111,Cyanobacteria
44885,44886.jpg,dn_20210111,dry
44918,44919.jpg,dn_20210122,Cyanobacteria
44934,44935.jpg,dn_20210111,detritus
44942,44943.jpg,hsn_20210120_4k,detritus
44948,44949.jpg,hsn_20201227,detritus
44959,44960.jpg,dn_20210122,Cyanobacteria
44961,44962.jpg,dn_20210111,part<Crustacea
44969,44970.jpg,hsn_20201227,Neoceratium
44970,44971.jpg,dn_20210114,detritus
44971,44972.jpg,dn_20210111,Cyanobacteria
44973,44974.jpg,dn_20210111,Cyanobacteria
44974,44975.jpg,hsn_20210120_4k,dry
44975,44976.jpg,hsn_20210120_4k,dry
45008,45009.jpg,hsn_20201227,rods
45023,45024.jpg,dn_20210111,detritus
